rus_id,procedure,outcome,condition,rating
RUS_0269,Unfair,Loss,Unfair_Loss,7
RUS_0269,Unfair,Gain,Unfair_Gain,7
RUS_0270,Fair,Loss,Fair_Loss,4
RUS_0270,Fair,Gain,Fair_Gain,6
RUS_0270,Unfair,Loss,Unfair_Loss,6
RUS_0270,Unfair,Gain,Unfair_Gain,7
RUS_0271,Fair,Loss,Fair_Loss,3
RUS_0271,Fair,Gain,Fair_Gain,7
RUS_0271,Unfair,Loss,Unfair_Loss,5
RUS_0271,Unfair,Gain,Unfair_Gain,7
RUS_0272,Fair,Loss,Fair_Loss,3
RUS_0272,Fair,Gain,Fair_Gain,6
RUS_0272,Unfair,Loss,Unfair_Loss,4
RUS_0272,Unfair,Gain,Unfair_Gain,6
RUS_0273,Fair,Loss,Fair_Loss,3
RUS_0273,Fair,Gain,Fair_Gain,6
RUS_0273,Unfair,Loss,Unfair_Loss,6
RUS_0273,Unfair,Gain,Unfair_Gain,7
RUS_0274,Fair,Loss,Fair_Loss,6
RUS_0274,Fair,Gain,Fair_Gain,6
RUS_0274,Unfair,Loss,Unfair_Loss,7
RUS_0274,Unfair,Gain,Unfair_Gain,7
RUS_0275,Fair,Loss,Fair_Loss,4
RUS_0275,Fair,Gain,Fair_Gain,6
RUS_0275,Unfair,Loss,Unfair_Loss,6
RUS_0275,Unfair,Gain,Unfair_Gain,7
RUS_0276,Fair,Loss,Fair_Loss,5
RUS_0276,Fair,Gain,Fair_Gain,6
RUS_0276,Unfair,Loss,Unfair_Loss,6
RUS_0276,Unfair,Gain,Unfair_Gain,7
RUS_0277,Fair,Loss,Fair_Loss,5
RUS_0277,Fair,Gain,Fair_Gain,6
RUS_0277,Unfair,Loss,Unfair_Loss,6
RUS_0277,Unfair,Gain,Unfair_Gain,7
RUS_0278,Fair,Loss,Fair_Loss,4
RUS_0278,Fair,Gain,Fair_Gain,6
RUS_0278,Unfair,Loss,Unfair_Loss,6
RUS_0278,Unfair,Gain,Unfair_Gain,7
RUS_0279,Fair,Loss,Fair_Loss,3
RUS_0279,Fair,Gain,Fair_Gain,6
RUS_0279,Unfair,Loss,Unfair_Loss,5
RUS_0279,Unfair,Gain,Unfair_Gain,7
RUS_0280,Fair,Loss,Fair_Loss,5
RUS_0280,Fair,Gain,Fair_Gain,6
RUS_0280,Unfair,Loss,Unfair_Loss,6
RUS_0280,Unfair,Gain,Unfair_Gain,7
RUS_0281,Fair,Loss,Fair_Loss,4
RUS_0281,Fair,Gain,Fair_Gain,6
RUS_0281,Unfair,Loss,Unfair_Loss,6
RUS_0281,Unfair,Gain,Unfair_Gain,7
RUS_0282,Fair,Loss,Fair_Loss,4
RUS_0282,Fair,Gain,Fair_Gain,6
RUS_0282,Unfair,Loss,Unfair_Loss,6
RUS_0282,Unfair,Gain,Unfair_Gain,7
RUS_0283,Fair,Loss,Fair_Loss,4
RUS_0283,Fair,Gain,Fair_Gain,6
RUS_0283,Unfair,Loss,Unfair_Loss,6
RUS_0283,Unfair,Gain,Unfair_Gain,7
RUS_0284,Fair,Loss,Fair_Loss,3
RUS_0284,Fair,Gain,Fair_Gain,6
RUS_0284,Unfair,Loss,Unfair_Loss,5
RUS_0284,Unfair,Gain,Unfair_Gain,7
RUS_0285,Fair,Loss,Fair_Loss,3
RUS_0285,Fair,Gain,Fair_Gain,6
RUS_0285,Unfair,Loss,Unfair_Loss,5
RUS_0285,Unfair,Gain,Unfair_Gain,7
RUS_0286,Fair,Loss,Fair_Loss,4
RUS_0286,Fair,Gain,Fair_Gain,6
RUS_0286,Unfair,Loss,Unfair_Loss,6
RUS_0286,Unfair,Gain,Unfair_Gain,7
RUS_0287,Fair,Loss,Fair_Loss,3
RUS_0287,Fair,Gain,Fair_Gain,6
RUS_0287,Unfair,Loss,Unfair_Loss,6
RUS_0287,Unfair,Gain,Unfair_Gain,7
RUS_0288,Fair,Loss,Fair_Loss,4
RUS_0288,Fair,Gain,Fair_Gain,6
RUS_0288,Unfair,Loss,Unfair_Loss,6
RUS_0288,Unfair,Gain,Unfair_Gain,7
RUS_0289,Fair,Loss,Fair_Loss,4
RUS_0289,Fair,Gain,Fair_Gain,6
RUS_0289,Unfair,Loss,Unfair_Loss,6
RUS_0289,Unfair,Gain,Unfair_Gain,7
RUS_0290,Fair,Loss,Fair_Loss,5
RUS_0290,Fair,Gain,Fair_Gain,6
RUS_0290,Unfair,Loss,Unfair_Loss,6
RUS_0290,Unfair,Gain,Unfair_Gain,7
RUS_0291,Fair,Loss,Fair_Loss,4
RUS_0291,Fair,Gain,Fair_Gain,6
RUS_0291,Unfair,Loss,Unfair_Loss,5
RUS_0291,Unfair,Gain,Unfair_Gain,7
RUS_0292,Fair,Loss,Fair_Loss,3
RUS_0292,Fair,Gain,Fair_Gain,6
RUS_0292,Unfair,Loss,Unfair_Loss,4
RUS_0292,Unfair,Gain,Unfair_Gain,6
RUS_0293,Fair,Loss,Fair_Loss,5
RUS_0293,Fair,Gain,Fair_Gain,6
RUS_0293,Unfair,Loss,Unfair_Loss,6
RUS_0293,Unfair,Gain,Unfair_Gain,7
RUS_0294,Fair,Loss,Fair_Loss,3
RUS_0294,Fair,Gain,Fair_Gain,6
RUS_0294,Unfair,Loss,Unfair_Loss,6
RUS_0294,Unfair,Gain,Unfair_Gain,7
RUS_0295,Fair,Loss,Fair_Loss,4
RUS_0295,Fair,Gain,Fair_Gain,6
RUS_0295,Unfair,Loss,Unfair_Loss,6
RUS_0295,Unfair,Gain,Unfair_Gain,7
RUS_0296,Fair,Loss,Fair_Loss,4
RUS_0296,Fair,Gain,Fair_Gain,6
RUS_0296,Unfair,Loss,Unfair_Loss,5
RUS_0296,Unfair,Gain,Unfair_Gain,7
RUS_0297,Fair,Loss,Fair_Loss,3
RUS_0297,Fair,Gain,Fair_Gain,6
RUS_0297,Unfair,Loss,Unfair_Loss,5
RUS_0297,Unfair,Gain,Unfair_Gain,7
RUS_0298,Fair,Loss,Fair_Loss,5
RUS_0298,Fair,Gain,Fair_Gain,6
RUS_0298,Unfair,Loss,Unfair_Loss,6
RUS_0298,Unfair,Gain,Unfair_Gain,7
RUS_0299,Fair,Loss,Fair_Loss,4
RUS_0299,Fair,Gain,Fair_Gain,6
RUS_0299,Unfair,Loss,Unfair_Loss,6
RUS_0299,Unfair,Gain,Unfair_Gain,7
RUS_0300,Fair,Loss,Fair_Loss,3
RUS_0300,Fair,Gain,Fair_Gain,6
RUS_0300,Unfair,Loss,Unfair_Loss,5
RUS_0300,Unfair,Gain,Unfair_Gain,7
RUS_0301,Fair,Loss,Fair_Loss,3
RUS_0301,Fair,Gain,Fair_Gain,6
RUS_0301,Unfair,Loss,Unfair_Loss,6
RUS_0301,Unfair,Gain,Unfair_Gain,6
RUS_0302,Fair,Loss,Fair_Loss,4
RUS_0302,Fair,Gain,Fair_Gain,6
RUS_0302,Unfair,Loss,Unfair_Loss,6
RUS_0302,Unfair,Gain,Unfair_Gain,7
RUS_0303,Fair,Loss,Fair_Loss,5
RUS_0303,Fair,Gain,Fair_Gain,6
RUS_0303,Unfair,Loss,Unfair_Loss,6
RUS_0303,Unfair,Gain,Unfair_Gain,7
RUS_0304,Fair,Loss,Fair_Loss,5
RUS_0304,Fair,Gain,Fair_Gain,6
RUS_0304,Unfair,Loss,Unfair_Loss,6
RUS_0304,Unfair,Gain,Unfair_Gain,7
RUS_0305,Fair,Loss,Fair_Loss,5
RUS_0305,Fair,Gain,Fair_Gain,6
RUS_0305,Unfair,Loss,Unfair_Loss,6
RUS_0305,Unfair,Gain,Unfair_Gain,7
RUS_0306,Fair,Loss,Fair_Loss,4
RUS_0306,Fair,Gain,Fair_Gain,6
RUS_0306,Unfair,Loss,Unfair_Loss,6
RUS_0306,Unfair,Gain,Unfair_Gain,7
RUS_0307,Fair,Loss,Fair_Loss,2
RUS_0307,Fair,Gain,Fair_Gain,6
RUS_0307,Unfair,Loss,Unfair_Loss,3
RUS_0307,Unfair,Gain,Unfair_Gain,7
RUS_0308,Fair,Loss,Fair_Loss,4
RUS_0308,Fair,Gain,Fair_Gain,6
RUS_0308,Unfair,Loss,Unfair_Loss,6
RUS_0308,Unfair,Gain,Unfair_Gain,7
RUS_0309,Fair,Loss,Fair_Loss,3
RUS_0309,Fair,Gain,Fair_Gain,6
RUS_0309,Unfair,Loss,Unfair_Loss,6
RUS_0309,Unfair,Gain,Unfair_Gain,7
RUS_0310,Fair,Loss,Fair_Loss,4
RUS_0310,Fair,Gain,Fair_Gain,6
RUS_0310,Unfair,Loss,Unfair_Loss,5
RUS_0310,Unfair,Gain,Unfair_Gain,7
RUS_0311,Fair,Loss,Fair_Loss,5
RUS_0311,Fair,Gain,Fair_Gain,6
RUS_0311,Unfair,Loss,Unfair_Loss,6
RUS_0311,Unfair,Gain,Unfair_Gain,7
RUS_0312,Fair,Loss,Fair_Loss,3
RUS_0312,Fair,Gain,Fair_Gain,6
RUS_0312,Unfair,Loss,Unfair_Loss,6
RUS_0312,Unfair,Gain,Unfair_Gain,7
RUS_0313,Fair,Loss,Fair_Loss,3
RUS_0313,Fair,Gain,Fair_Gain,6
RUS_0313,Unfair,Loss,Unfair_Loss,4
RUS_0313,Unfair,Gain,Unfair_Gain,6
RUS_0314,Fair,Loss,Fair_Loss,3
RUS_0314,Fair,Gain,Fair_Gain,6
RUS_0314,Unfair,Loss,Unfair_Loss,5
RUS_0314,Unfair,Gain,Unfair_Gain,7
RUS_0315,Fair,Loss,Fair_Loss,2
RUS_0315,Fair,Gain,Fair_Gain,7
RUS_0315,Unfair,Loss,Unfair_Loss,5
RUS_0315,Unfair,Gain,Unfair_Gain,7
RUS_0316,Fair,Loss,Fair_Loss,4
RUS_0316,Fair,Gain,Fair_Gain,6
RUS_0316,Unfair,Loss,Unfair_Loss,6
RUS_0316,Unfair,Gain,Unfair_Gain,7
RUS_0317,Fair,Loss,Fair_Loss,4
RUS_0317,Fair,Gain,Fair_Gain,6
RUS_0317,Unfair,Loss,Unfair_Loss,6
RUS_0317,Unfair,Gain,Unfair_Gain,7
RUS_0318,Fair,Loss,Fair_Loss,4
RUS_0318,Fair,Gain,Fair_Gain,6
RUS_0318,Unfair,Loss,Unfair_Loss,6
RUS_0318,Unfair,Gain,Unfair_Gain,7
RUS_0319,Fair,Loss,Fair_Loss,4
RUS_0319,Fair,Gain,Fair_Gain,7
RUS_0319,Unfair,Loss,Unfair_Loss,5
RUS_0319,Unfair,Gain,Unfair_Gain,7
RUS_0320,Fair,Loss,Fair_Loss,4
RUS_0320,Fair,Gain,Fair_Gain,6
RUS_0320,Unfair,Loss,Unfair_Loss,6
RUS_0320,Unfair,Gain,Unfair_Gain,7
RUS_0321,Fair,Loss,Fair_Loss,4
RUS_0321,Fair,Gain,Fair_Gain,6
RUS_0321,Unfair,Loss,Unfair_Loss,6
RUS_0321,Unfair,Gain,Unfair_Gain,7
RUS_0322,Fair,Loss,Fair_Loss,5
RUS_0322,Fair,Gain,Fair_Gain,6
RUS_0322,Unfair,Loss,Unfair_Loss,6
RUS_0322,Unfair,Gain,Unfair_Gain,7
RUS_0323,Fair,Loss,Fair_Loss,2
RUS_0323,Fair,Gain,Fair_Gain,6
RUS_0323,Unfair,Loss,Unfair_Loss,6
RUS_0323,Unfair,Gain,Unfair_Gain,7
RUS_0324,Fair,Loss,Fair_Loss,5
RUS_0324,Fair,Gain,Fair_Gain,6
RUS_0324,Unfair,Loss,Unfair_Loss,6
RUS_0324,Unfair,Gain,Unfair_Gain,7
RUS_0325,Fair,Loss,Fair_Loss,5
RUS_0325,Fair,Gain,Fair_Gain,7
RUS_0325,Unfair,Loss,Unfair_Loss,6
RUS_0325,Unfair,Gain,Unfair_Gain,7
RUS_0326,Fair,Loss,Fair_Loss,5
RUS_0326,Fair,Gain,Fair_Gain,6
RUS_0326,Unfair,Loss,Unfair_Loss,6
RUS_0326,Unfair,Gain,Unfair_Gain,7
RUS_0327,Fair,Loss,Fair_Loss,4
RUS_0327,Fair,Gain,Fair_Gain,6
RUS_0327,Unfair,Loss,Unfair_Loss,6
RUS_0327,Unfair,Gain,Unfair_Gain,7
RUS_0328,Fair,Loss,Fair_Loss,4
RUS_0328,Fair,Gain,Fair_Gain,6
RUS_0328,Unfair,Loss,Unfair_Loss,6
RUS_0328,Unfair,Gain,Unfair_Gain,6
RUS_0329,Fair,Loss,Fair_Loss,5
RUS_0329,Fair,Gain,Fair_Gain,6
RUS_0329,Unfair,Loss,Unfair_Loss,6
RUS_0329,Unfair,Gain,Unfair_Gain,7
RUS_0330,Fair,Loss,Fair_Loss,5
RUS_0330,Fair,Gain,Fair_Gain,6
RUS_0330,Unfair,Loss,Unfair_Loss,5
RUS_0330,Unfair,Gain,Unfair_Gain,7
RUS_0331,Fair,Loss,Fair_Loss,4
RUS_0331,Fair,Gain,Fair_Gain,6
RUS_0331,Unfair,Loss,Unfair_Loss,6
RUS_0331,Unfair,Gain,Unfair_Gain,7
RUS_0332,Fair,Loss,Fair_Loss,4
RUS_0332,Fair,Gain,Fair_Gain,6
RUS_0332,Unfair,Loss,Unfair_Loss,6
RUS_0332,Unfair,Gain,Unfair_Gain,7
RUS_0333,Fair,Loss,Fair_Loss,3
RUS_0333,Fair,Gain,Fair_Gain,6
RUS_0333,Unfair,Loss,Unfair_Loss,6
RUS_0333,Unfair,Gain,Unfair_Gain,7
RUS_0334,Fair,Loss,Fair_Loss,3
RUS_0334,Fair,Gain,Fair_Gain,6
RUS_0334,Unfair,Loss,Unfair_Loss,6
RUS_0334,Unfair,Gain,Unfair_Gain,7
RUS_0335,Fair,Loss,Fair_Loss,3
RUS_0335,Fair,Gain,Fair_Gain,6
RUS_0335,Unfair,Loss,Unfair_Loss,6
RUS_0335,Unfair,Gain,Unfair_Gain,7
RUS_0336,Fair,Loss,Fair_Loss,4
RUS_0336,Fair,Gain,Fair_Gain,6
RUS_0336,Unfair,Loss,Unfair_Loss,4
RUS_0336,Unfair,Gain,Unfair_Gain,6
RUS_0337,Fair,Loss,Fair_Loss,4
RUS_0337,Fair,Gain,Fair_Gain,6
RUS_0337,Unfair,Loss,Unfair_Loss,6
RUS_0337,Unfair,Gain,Unfair_Gain,7
RUS_0338,Fair,Loss,Fair_Loss,3
RUS_0338,Fair,Gain,Fair_Gain,6
RUS_0338,Unfair,Loss,Unfair_Loss,3
RUS_0338,Unfair,Gain,Unfair_Gain,7
RUS_0339,Fair,Loss,Fair_Loss,3
RUS_0339,Fair,Gain,Fair_Gain,6
RUS_0339,Unfair,Loss,Unfair_Loss,4
RUS_0339,Unfair,Gain,Unfair_Gain,7
RUS_0340,Fair,Loss,Fair_Loss,4
RUS_0340,Fair,Gain,Fair_Gain,6
RUS_0340,Unfair,Loss,Unfair_Loss,6
RUS_0340,Unfair,Gain,Unfair_Gain,7
RUS_0341,Fair,Loss,Fair_Loss,5
RUS_0341,Fair,Gain,Fair_Gain,6
RUS_0341,Unfair,Loss,Unfair_Loss,6
RUS_0341,Unfair,Gain,Unfair_Gain,7
RUS_0342,Fair,Loss,Fair_Loss,4
RUS_0342,Fair,Gain,Fair_Gain,6
RUS_0342,Unfair,Loss,Unfair_Loss,6
RUS_0342,Unfair,Gain,Unfair_Gain,7
RUS_0343,Fair,Loss,Fair_Loss,4
RUS_0343,Fair,Gain,Fair_Gain,6
RUS_0343,Unfair,Loss,Unfair_Loss,6
RUS_0343,Unfair,Gain,Unfair_Gain,7
RUS_0344,Fair,Loss,Fair_Loss,4
RUS_0344,Fair,Gain,Fair_Gain,6
RUS_0344,Unfair,Loss,Unfair_Loss,6
RUS_0344,Unfair,Gain,Unfair_Gain,7
RUS_0345,Fair,Loss,Fair_Loss,5
RUS_0345,Fair,Gain,Fair_Gain,6
RUS_0345,Unfair,Loss,Unfair_Loss,6
RUS_0345,Unfair,Gain,Unfair_Gain,7
RUS_0346,Fair,Loss,Fair_Loss,5
RUS_0346,Fair,Gain,Fair_Gain,6
RUS_0346,Unfair,Loss,Unfair_Loss,6
RUS_0346,Unfair,Gain,Unfair_Gain,7
RUS_0347,Fair,Loss,Fair_Loss,3
RUS_0347,Fair,Gain,Fair_Gain,6
RUS_0347,Unfair,Loss,Unfair_Loss,4
RUS_0347,Unfair,Gain,Unfair_Gain,6
RUS_0348,Fair,Loss,Fair_Loss,3
RUS_0348,Fair,Gain,Fair_Gain,6
RUS_0348,Unfair,Loss,Unfair_Loss,6
RUS_0348,Unfair,Gain,Unfair_Gain,6
RUS_0349,Fair,Loss,Fair_Loss,5
RUS_0349,Fair,Gain,Fair_Gain,6
RUS_0349,Unfair,Loss,Unfair_Loss,7
RUS_0349,Unfair,Gain,Unfair_Gain,6
RUS_0350,Fair,Loss,Fair_Loss,4
RUS_0350,Fair,Gain,Fair_Gain,6
RUS_0350,Unfair,Loss,Unfair_Loss,5
RUS_0350,Unfair,Gain,Unfair_Gain,7
RUS_0351,Fair,Loss,Fair_Loss,4
RUS_0351,Fair,Gain,Fair_Gain,6
RUS_0351,Unfair,Loss,Unfair_Loss,5
RUS_0351,Unfair,Gain,Unfair_Gain,7
RUS_0352,Fair,Loss,Fair_Loss,4
RUS_0352,Fair,Gain,Fair_Gain,6
RUS_0352,Unfair,Loss,Unfair_Loss,5
RUS_0352,Unfair,Gain,Unfair_Gain,7
RUS_0353,Fair,Loss,Fair_Loss,2
RUS_0353,Fair,Gain,Fair_Gain,6
RUS_0353,Unfair,Loss,Unfair_Loss,5
RUS_0353,Unfair,Gain,Unfair_Gain,7
RUS_0354,Fair,Loss,Fair_Loss,4
RUS_0354,Fair,Gain,Fair_Gain,7
RUS_0354,Unfair,Loss,Unfair_Loss,6
RUS_0354,Unfair,Gain,Unfair_Gain,7
RUS_0355,Fair,Loss,Fair_Loss,4
RUS_0355,Fair,Gain,Fair_Gain,6
RUS_0355,Unfair,Loss,Unfair_Loss,6
RUS_0355,Unfair,Gain,Unfair_Gain,7
RUS_0356,Fair,Loss,Fair_Loss,5
RUS_0356,Fair,Gain,Fair_Gain,6
RUS_0356,Unfair,Loss,Unfair_Loss,5
RUS_0356,Unfair,Gain,Unfair_Gain,7
RUS_0357,Fair,Loss,Fair_Loss,4
RUS_0357,Fair,Gain,Fair_Gain,7
RUS_0357,Unfair,Loss,Unfair_Loss,6
RUS_0357,Unfair,Gain,Unfair_Gain,7
RUS_0358,Fair,Loss,Fair_Loss,2
RUS_0358,Fair,Gain,Fair_Gain,6
RUS_0358,Unfair,Loss,Unfair_Loss,5
RUS_0358,Unfair,Gain,Unfair_Gain,6
RUS_0359,Fair,Loss,Fair_Loss,3
RUS_0359,Fair,Gain,Fair_Gain,6
RUS_0359,Unfair,Loss,Unfair_Loss,5
RUS_0359,Unfair,Gain,Unfair_Gain,7
RUS_0360,Fair,Loss,Fair_Loss,4
RUS_0360,Fair,Gain,Fair_Gain,6
RUS_0360,Unfair,Loss,Unfair_Loss,6
RUS_0360,Unfair,Gain,Unfair_Gain,7
RUS_0361,Fair,Loss,Fair_Loss,3
RUS_0361,Fair,Gain,Fair_Gain,6
RUS_0361,Unfair,Loss,Unfair_Loss,6
RUS_0361,Unfair,Gain,Unfair_Gain,7
RUS_0362,Fair,Loss,Fair_Loss,4
RUS_0362,Fair,Gain,Fair_Gain,6
RUS_0362,Unfair,Loss,Unfair_Loss,6
RUS_0362,Unfair,Gain,Unfair_Gain,7
RUS_0363,Fair,Loss,Fair_Loss,4
RUS_0363,Fair,Gain,Fair_Gain,6
RUS_0363,Unfair,Loss,Unfair_Loss,6
RUS_0363,Unfair,Gain,Unfair_Gain,7
RUS_0364,Fair,Loss,Fair_Loss,5
RUS_0364,Fair,Gain,Fair_Gain,6
RUS_0364,Unfair,Loss,Unfair_Loss,6
RUS_0364,Unfair,Gain,Unfair_Gain,7
RUS_0365,Fair,Loss,Fair_Loss,2
RUS_0365,Fair,Gain,Fair_Gain,6
RUS_0365,Unfair,Loss,Unfair_Loss,4
RUS_0365,Unfair,Gain,Unfair_Gain,7
RUS_0366,Fair,Loss,Fair_Loss,3
RUS_0366,Fair,Gain,Fair_Gain,6
RUS_0366,Unfair,Loss,Unfair_Loss,5
RUS_0366,Unfair,Gain,Unfair_Gain,7
RUS_0367,Fair,Loss,Fair_Loss,3
RUS_0367,Fair,Gain,Fair_Gain,6
RUS_0367,Unfair,Loss,Unfair_Loss,6
RUS_0367,Unfair,Gain,Unfair_Gain,7
RUS_0368,Fair,Loss,Fair_Loss,4
RUS_0368,Fair,Gain,Fair_Gain,6
RUS_0368,Unfair,Loss,Unfair_Loss,6
RUS_0368,Unfair,Gain,Unfair_Gain,7
RUS_0369,Fair,Loss,Fair_Loss,3
RUS_0369,Fair,Gain,Fair_Gain,6
RUS_0369,Unfair,Loss,Unfair_Loss,5
RUS_0369,Unfair,Gain,Unfair_Gain,7
RUS_0370,Fair,Loss,Fair_Loss,4
RUS_0370,Fair,Gain,Fair_Gain,6
RUS_0370,Unfair,Loss,Unfair_Loss,6
RUS_0370,Unfair,Gain,Unfair_Gain,7
RUS_0371,Fair,Loss,Fair_Loss,5
RUS_0371,Fair,Gain,Fair_Gain,6
RUS_0371,Unfair,Loss,Unfair_Loss,6
RUS_0371,Unfair,Gain,Unfair_Gain,7
RUS_0372,Fair,Loss,Fair_Loss,4
RUS_0372,Fair,Gain,Fair_Gain,6
RUS_0372,Unfair,Loss,Unfair_Loss,6
RUS_0372,Unfair,Gain,Unfair_Gain,7
RUS_0373,Fair,Loss,Fair_Loss,4
RUS_0373,Fair,Gain,Fair_Gain,6
RUS_0373,Unfair,Loss,Unfair_Loss,6
RUS_0373,Unfair,Gain,Unfair_Gain,7
RUS_0374,Fair,Loss,Fair_Loss,4
RUS_0374,Fair,Gain,Fair_Gain,6
RUS_0374,Unfair,Loss,Unfair_Loss,6
RUS_0374,Unfair,Gain,Unfair_Gain,7
RUS_0375,Fair,Loss,Fair_Loss,3
RUS_0375,Fair,Gain,Fair_Gain,6
RUS_0375,Unfair,Loss,Unfair_Loss,4
RUS_0375,Unfair,Gain,Unfair_Gain,6
RUS_0376,Fair,Loss,Fair_Loss,4
RUS_0376,Fair,Gain,Fair_Gain,6
RUS_0376,Unfair,Loss,Unfair_Loss,6
RUS_0376,Unfair,Gain,Unfair_Gain,7
RUS_0377,Fair,Loss,Fair_Loss,4
RUS_0377,Fair,Gain,Fair_Gain,6
RUS_0377,Unfair,Loss,Unfair_Loss,6
RUS_0377,Unfair,Gain,Unfair_Gain,7
RUS_0378,Fair,Loss,Fair_Loss,4
RUS_0378,Fair,Gain,Fair_Gain,6
RUS_0378,Unfair,Loss,Unfair_Loss,6
RUS_0378,Unfair,Gain,Unfair_Gain,7
RUS_0379,Fair,Loss,Fair_Loss,4
RUS_0379,Fair,Gain,Fair_Gain,6
RUS_0379,Unfair,Loss,Unfair_Loss,5
RUS_0379,Unfair,Gain,Unfair_Gain,7
RUS_0380,Fair,Loss,Fair_Loss,4
RUS_0380,Fair,Gain,Fair_Gain,6
RUS_0380,Unfair,Loss,Unfair_Loss,5
RUS_0380,Unfair,Gain,Unfair_Gain,7
RUS_0381,Fair,Loss,Fair_Loss,3
RUS_0381,Fair,Gain,Fair_Gain,7
RUS_0381,Unfair,Loss,Unfair_Loss,6
RUS_0381,Unfair,Gain,Unfair_Gain,7
RUS_0382,Fair,Loss,Fair_Loss,5
RUS_0382,Fair,Gain,Fair_Gain,6
RUS_0382,Unfair,Loss,Unfair_Loss,6
RUS_0382,Unfair,Gain,Unfair_Gain,7
RUS_0383,Fair,Loss,Fair_Loss,3
RUS_0383,Fair,Gain,Fair_Gain,5
RUS_0383,Unfair,Loss,Unfair_Loss,5
RUS_0383,Unfair,Gain,Unfair_Gain,6
RUS_0384,Fair,Loss,Fair_Loss,4
RUS_0384,Fair,Gain,Fair_Gain,6
RUS_0384,Unfair,Loss,Unfair_Loss,6
RUS_0384,Unfair,Gain,Unfair_Gain,7
RUS_0385,Fair,Loss,Fair_Loss,4
RUS_0385,Fair,Gain,Fair_Gain,6
RUS_0385,Unfair,Loss,Unfair_Loss,5
RUS_0385,Unfair,Gain,Unfair_Gain,7
RUS_0386,Fair,Loss,Fair_Loss,3
RUS_0386,Fair,Gain,Fair_Gain,6
RUS_0386,Unfair,Loss,Unfair_Loss,5
RUS_0386,Unfair,Gain,Unfair_Gain,7
RUS_0387,Fair,Loss,Fair_Loss,4
RUS_0387,Fair,Gain,Fair_Gain,6
RUS_0387,Unfair,Loss,Unfair_Loss,6
RUS_0387,Unfair,Gain,Unfair_Gain,7
RUS_0388,Fair,Loss,Fair_Loss,2
RUS_0388,Fair,Gain,Fair_Gain,6
RUS_0388,Unfair,Loss,Unfair_Loss,4
RUS_0388,Unfair,Gain,Unfair_Gain,6
RUS_0389,Fair,Loss,Fair_Loss,4
RUS_0389,Fair,Gain,Fair_Gain,6
RUS_0389,Unfair,Loss,Unfair_Loss,6
RUS_0389,Unfair,Gain,Unfair_Gain,7
RUS_0390,Fair,Loss,Fair_Loss,2
RUS_0390,Fair,Gain,Fair_Gain,6
RUS_0390,Unfair,Loss,Unfair_Loss,6
RUS_0390,Unfair,Gain,Unfair_Gain,7
RUS_0391,Fair,Loss,Fair_Loss,4
RUS_0391,Fair,Gain,Fair_Gain,6
RUS_0391,Unfair,Loss,Unfair_Loss,6
RUS_0391,Unfair,Gain,Unfair_Gain,7
RUS_0392,Fair,Loss,Fair_Loss,4
RUS_0392,Fair,Gain,Fair_Gain,6
RUS_0392,Unfair,Loss,Unfair_Loss,6
RUS_0392,Unfair,Gain,Unfair_Gain,7
RUS_0393,Fair,Loss,Fair_Loss,4
RUS_0393,Fair,Gain,Fair_Gain,6
RUS_0393,Unfair,Loss,Unfair_Loss,6
RUS_0393,Unfair,Gain,Unfair_Gain,7
RUS_0394,Fair,Loss,Fair_Loss,4
RUS_0394,Fair,Gain,Fair_Gain,6
RUS_0394,Unfair,Loss,Unfair_Loss,6
RUS_0394,Unfair,Gain,Unfair_Gain,7
RUS_0395,Fair,Loss,Fair_Loss,3
RUS_0395,Fair,Gain,Fair_Gain,6
RUS_0395,Unfair,Loss,Unfair_Loss,5
RUS_0395,Unfair,Gain,Unfair_Gain,7
RUS_0396,Fair,Loss,Fair_Loss,4
RUS_0396,Fair,Gain,Fair_Gain,6
RUS_0396,Unfair,Loss,Unfair_Loss,6
RUS_0396,Unfair,Gain,Unfair_Gain,7
RUS_0397,Fair,Loss,Fair_Loss,3
RUS_0397,Fair,Gain,Fair_Gain,6
RUS_0397,Unfair,Loss,Unfair_Loss,3
RUS_0397,Unfair,Gain,Unfair_Gain,7
RUS_0398,Fair,Loss,Fair_Loss,4
RUS_0398,Fair,Gain,Fair_Gain,6
RUS_0398,Unfair,Loss,Unfair_Loss,5
RUS_0398,Unfair,Gain,Unfair_Gain,7
RUS_0399,Fair,Loss,Fair_Loss,3
RUS_0399,Fair,Gain,Fair_Gain,6
RUS_0399,Unfair,Loss,Unfair_Loss,6
RUS_0399,Unfair,Gain,Unfair_Gain,7
RUS_0400,Fair,Loss,Fair_Loss,4
RUS_0400,Fair,Gain,Fair_Gain,6
RUS_0400,Unfair,Loss,Unfair_Loss,6
RUS_0400,Unfair,Gain,Unfair_Gain,7
RUS_0401,Fair,Loss,Fair_Loss,4
RUS_0401,Fair,Gain,Fair_Gain,6
RUS_0401,Unfair,Loss,Unfair_Loss,5
RUS_0401,Unfair,Gain,Unfair_Gain,7
RUS_0402,Fair,Loss,Fair_Loss,5
RUS_0402,Fair,Gain,Fair_Gain,6
RUS_0402,Unfair,Loss,Unfair_Loss,6
RUS_0402,Unfair,Gain,Unfair_Gain,7
RUS_0403,Fair,Loss,Fair_Loss,5
RUS_0403,Fair,Gain,Fair_Gain,6
RUS_0403,Unfair,Loss,Unfair_Loss,6
